review_text,star_rating,date,app_version,sentiment,primary_theme,secondary_theme,summary
yesterday i got charged 97 saying dine out charges.... which i didn't requested / ordered.... when i contacted them on chat support they said will be refunded in 30 mins... now got a feeling they are cheating....... charged 97 for nothing.... n no refund till now.... i uninstalled it immediately.....,1,2026-03-30,13.44.0,Negative,Delivery ETA Accuracy,,User reports delivery arrived much later than estimated
بجد حرامية يعني ..ازاي الحاجات عندكو سعرها فارق عن المطعم ٧٠ و ٨٠ جنيهظ.انتو بتستهبلوا ما كده كده بتاخدوا توصيل و خدمه..انا هعمل فيكو شكوي في حماية المستهلك,1,2026-03-30,13.44.0,Negative,Other,General Praise,"User dissatisfied, mentions other"
You are blind people. Pomegranate and mandarToday my order from kmt. And the chips were delivered were 12 gms instead of the 17gms which was written in the app. The weights are lesser than the written ones. Al Maya market should weigh the items and price it correctly. They are taking full price and send me the things less. Contact me and give me the amount back which you charged more than the given thing. Very bad on your part.,1,2026-03-30,13.44.0,Negative,App UX / Navigation,Delivery ETA Accuracy,"User dissatisfied, mentions app ux / navigation"
"Customer support is Pathatic .I have cancelled their Pro service last month but still tjis moneth they charged me and automaticaly deduct amount from my saved card . Trying to connect customer service no one responds . Finally , i deleted my saved cards from this app to avoid in future. I suggest everone to protect youself from this Online fraud.",1,2026-03-30,13.44.0,Negative,App UX / Navigation,Order Accuracy,"User dissatisfied, mentions app ux / navigation"
good service 👍,5,2026-03-30,13.44.0,Positive,Customer Support,,User satisfied with the service
"very noisy ads, terrible",1,2026-03-30,13.42.1,Negative,Other,Delivery Speed,"User dissatisfied, mentions other"
"on time, any time,",5,2026-03-30,13.43.1,Positive,Delivery ETA Accuracy,,User satisfied with the service
"They don’t even deserve one star. The service is completely unreliable and frustrating. You can end up waiting for hours, only to have your order cancelled without any valid reason. This happens repeatedly, whether it’s peak time or not—it makes no difference. Whatever you request can simply be cancelled at any moment. At the beginning, they promise a 15-minute delivery time, but once you place and pay for the order, it turns into hours of waiting, followed by cancellation.",1,2026-03-30,13.44.0,Negative,Delivery Speed,,User frustrated with slow delivery times
"Unreliable and frustrating. Marking orders as “delivered” without actual delivery is unacceptable. No call, no confirmation, no photo proof — nothing. Customer support failed to resolve the issue and kept repeating scripted responses. This kind of service destroys trust completely.",1,2026-03-30,13.44.0,Negative,Order Accuracy,Restaurant Selection,User received wrong or missing items in order
"I’ve been ordering from Talabat regularly, but over the past 10 days, every single order has been delayed. Each time, the delivery arrives 1 to 2 hours late, which is extremely frustrating and inconvenient. This is not a one-time issue — it’s happening consistently with all my orders. It makes it very difficult to rely on the service, especially when ordering food on a schedule. I hope Talabat takes this seriously and works on improving their delivery times, because this level of delay is unac",1,2026-03-29,13.44.0,Negative,Delivery Speed,,User frustrated with slow delivery times
I can easily order and it was affordable,4,2026-03-29,13.44.0,Positive,Order Accuracy,Payment Issues,User satisfied with the service
"no customer support available unless they allow it, it is not available all the time on the order also the app FPS is very low, maybe 30 FPS, not smooth at all EDIT: the dev reply does not address the points I'm mentioning",1,2026-03-29,13.44.0,Negative,Delivery ETA Accuracy,,User reports delivery arrived much later than estimated
very good service and bundles of discount,5,2026-03-29,13.44.0,Positive,Customer Support,,User satisfied with the service
"late deliveries, specially when advance payments are done!!!!",1,2026-03-29,13.43.1,Negative,Delivery Speed,,User frustrated with slow delivery times
wonderful app 👏,5,2026-03-29,13.44.0,Positive,App UX / Navigation,,User satisfied with the service
"mostly of the rider very rude,and always not carry their thermal bag !!!!they should have proper hygiene",1,2026-03-29,,Negative,Other,,"User dissatisfied, mentions other"
I ordered at 2.16 pm and still 4.23 my order is not arrived what kind of service is this ??,1,2026-03-29,13.44.0,Negative,Order Accuracy,,User received wrong or missing items in order
"Never buying from them again, they gave me a missing order didn't refund or get me original meal back, and then added 1 OMR only to my talabat wallet while my meal was 4 OMR. Bad costumer service over all and the delivery men never have cash.",1,2026-03-29,,Negative,Delivery ETA Accuracy,Pricing / Promotions,User reports delivery arrived much later than estimated
they canceled my order,1,2026-03-29,13.44.0,Negative,Order Accuracy,,User received wrong or missing items in order
الابليكشن بقاله كتير مش شغال,1,2026-03-29,,Negative,Other,,"User dissatisfied, mentions other"
nice quality and good service,5,2026-03-29,,Positive,Customer Support,,User satisfied with the service
I got only one protein bar and on the image was written get one free . very bad application,1,2026-03-29,13.44.0,Negative,App UX / Navigation,Customer Support,"User dissatisfied, mentions app ux / navigation"
unoptimized and unresponsive app,1,2026-03-29,13.32.0,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
good and fresh grocery products ☺️,5,2026-03-29,13.44.0,Positive,General Praise,,User highly satisfied with overall app experience
"Can you please explain why you are charging service fee in each order? , you are delivery company so you are delivering our order this is the service you are providing to us, so why you charging delivery fee and service fee as well?",1,2026-03-29,13.44.0,Negative,Order Accuracy,Restaurant Selection,User received wrong or missing items in order
ابليكيشن خدمة العملاء كتير منهم غير محترمين في الرد علي الرسايل و ملكوش رقم للشكاوي اصلا و تكتبوا ميعاد و الاوردر يوصل وقت تاني اصلا و المحلات اللي تبقا متاحة عند الشخص تقريبا في حدود تحت البيت اللي هو مبتخرجوش بره الشارع اصلا و لما ترجعوا الفلوس ترجعوها علي المحفظة بتاعتكوا عشان اطلب تاني ده لو طالب فيزا تجربة عامة متستحقش الابليكشن يكون موجود عند حد اصلا ياريت يكون فيه تقيم تحت الصفر عشان انصح بيه اي حد ده غير تزويد سعر المنتج نصوا تقريبا !!!!,1,2026-03-29,13.44.0,Negative,Other,,"User dissatisfied, mentions other"
"if you got wrong items they will refund you at first, then they will disable the functionality of reporting wrong or missing items, they will tell you that a tickets was created only to find out later that there is no ticket at all.. really cheap tactics!! will stop using groceries service..",1,2026-03-29,13.44.0,Negative,Delivery Speed,,User frustrated with slow delivery times
"Prices have become excessively high, and delivery times are often inaccurate, with consistent delays.""",1,2026-03-29,,Negative,Delivery Speed,,User frustrated with slow delivery times
Great customer service.,5,2026-03-29,13.42.1,Positive,Customer Support,,User satisfied with the service
"I would like to suggest adding a feature that allows users to edit their restaurant ratings after submitting them. Sometimes experiences change over time, and users may want to update their feedback based on new orders. Additionally, it would be very helpful to introduce filters for restaurant reviews. For example, users could sort reviews from newest to oldest or vice versa, and also filter reviews by star rating (such as showing only 1-star or 5-star reviews). These improvements would make rev",5,2026-03-29,13.43.1,Neutral,Delivery ETA Accuracy,Payment Issues,User left mixed or neutral feedback
Life saver app for hungry people and helpful hahahah but you can't cancel the order Immediately but u get refunded,4,2026-03-29,,Positive,App UX / Navigation,,User satisfied with the service
"لو عندك مشكلة في الاوردر متتوقعش أن طلبات تساعدك. لو العنوان غلط وحابب تحدثه متتوقعش أن طلبات تساعدك. هايتصلوا بيك عشان يقولولك انهم كنسلوا الاوردر عشان محدش يساعدك. لو عايز ارفع شكوى متتوقعش أن طلبات تساعدك. لو حابب تعرف الشكوى راحت فين وحصل فيها ايه متتوقعش أن طلبات تساعدك عشان غالبا مرفعوهاش اصلا. في طلبات شعارنا ""اطلب وانت ساكت"" عشان لو عندك اي مشكلة محدش هيساعدك. اسوأ خدمة عملاء في الكون. غير راضي تماما.",1,2026-03-28,13.42.1,Negative,Other,Payment Issues,"User dissatisfied, mentions other"
you great 👍,5,2026-03-28,13.44.0,Positive,General Praise,,User highly satisfied with overall app experience
Greatest service with amazing food❤️,5,2026-03-28,13.44.0,Positive,Order Accuracy,App Crashes / Bugs,User satisfied with the service
احسن تطبيق في التوصيل و سريع لغايه دلوقتي طلبت منه ٣ مرات و الحاجات كويسه و سريعين في التوصيل بس عندهم حاجات محدوده,4,2026-03-28,,Neutral,Other,,User left general feedback without strong sentiment
scammers never compensate customers well on their mistakes!!,1,2026-03-28,,Negative,Delivery ETA Accuracy,,User reports delivery arrived much later than estimated
Because you make me fat,5,2026-03-28,13.44.0,Positive,Other,,User satisfied with the service
لو حصل مشكلة في الاوردر مابيدوش اهتمام بالموضوع ولا بيتعاملو مع المووضع ولا بيحلو المشكلة وانا حصلت معاية مشكلة في اوردر وقالو هنديكي تعويض ومحصلش حاجة ولما بقيت ابعتلهم مابيردوش التطبيق غير امين,1,2026-03-28,,Negative,Other,,"User dissatisfied, mentions other"
always there for delivery on any weather or condition,5,2026-03-28,13.44.0,Positive,Other,,User satisfied with the service
good fast delivery,5,2026-03-28,13.44.0,Positive,Delivery Speed,,User impressed with fast delivery service
نفذت طلب ودفعت ولم احصل على الخدمه وسألت فريق الدعم قالو لي ان السبب احتيالي لهذا تم الغاء طلبك ولم يتم ارجاع اموالي فقط اريد ان اعرف مين المحتال بينا !!!!!!!,1,2026-03-28,,Negative,Other,,"User dissatisfied, mentions other"
easy and convenient,5,2026-03-28,13.44.0,Positive,App UX / Navigation,Pricing / Promotions,User satisfied with the service
your changes in bahrain are crazy in comparison to keeta,2,2026-03-28,13.43.1,Neutral,Delivery ETA Accuracy,Restaurant Selection,User left mixed or neutral feedback
fake offers and very bad customer service they took your money and then say sorry system not working,1,2026-03-28,13.42.1,Negative,Customer Support,Pricing / Promotions,User unhappy with unresponsive customer support
"Very good experience. Excellent delivery service. Very fast, arrived on time, and smooth experience. Highly recommended",5,2026-03-28,13.36.0,Positive,Delivery Speed,Order Accuracy,User impressed with fast delivery service
Did not receive my order. Customer service was worse.,1,2026-03-28,13.43.1,Negative,Order Accuracy,,User received wrong or missing items in order
You have a great variety of restaurants and the delivery is very fast.,5,2026-03-28,13.44.0,Positive,Delivery Speed,Other,User impressed with fast delivery service
I open door,4,2026-03-28,13.42.1,Positive,Other,,User satisfied with the service
"I had a bad experience. I had a 50qar coupon for new accounts, and when I tried to use it, they said it wouldn't work because I had already used it before. However, their system shows this, even though I haven’t placed any orders of 50 riyals yet. The support staff was unhelpful.",1,2026-03-28,13.44.0,Negative,Order Accuracy,,User received wrong or missing items in order
"Best place to order online, great riders, efficient customer service, big discounts.",5,2026-03-28,13.44.0,Positive,Order Accuracy,,User satisfied with the service
worst service. I have ordered my food. after 1 hour and 10 mins when I raise a complaint I was on call with the agent to find where my order is and they cancelled my order. WTH.... KEETA & NOON are extremely professional. TALABAT is highly unprofessional,1,2026-03-28,13.44.0,Negative,Delivery Speed,,User frustrated with slow delivery times
"The foods are terrible, I had 3 orders and all were dry despite requesting them to be juicy. I felt like chewing on a flavored cardboard. Also the delivery time is very slow. I waited 50 minutes for just 2burgers and 2 drinks. I don't recommend this app for anyone.",1,2026-03-28,,Negative,Delivery Speed,,User frustrated with slow delivery times
تطبيق سي جدا سعر في اغلي من المطاعم نفسها و بياخد فلوس توصيل و جدا بياخد خدمة. ف انت لو طلبت من المطعم نفسه هتوفر حوالي ٣٠ % من سعر الطلب ده بالاضافة لخدمة العملاء اللي زي الزفت تاخير في الرد و مش بيحلوا المشكله هو بيبعت رساله و بعد كدا يقفل الشكوي حتي لو متحلتش,1,2026-03-28,13.43.1,Negative,Other,,"User dissatisfied, mentions other"
"horrible service, I got my order cancelled and I got no reply, I was not able to chat with anyone but that same restaurant was showing available to order again , so dumb they have no idea what's going on with their app or how to make it work, horrible",1,2026-03-28,,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
"I have been using this app for a long time since its launch. However, recently I have been experiencing an issue with the Orders tab. The app is unable to refresh or load my order details properly. It appears to be stuck on orders dated March 20 and does not display any orders placed after that date.",3,2026-03-28,13.44.0,Neutral,Delivery Speed,Customer Support,User left mixed or neutral feedback
"Other apps are much better, this is a total waste of time mainly bc of the lack of customer service, much better options in the market. Tried multiple times to use the app over years. Customer agents not giving proper information, sometimes deceptive on purpose. Contradictory info between agents and drivers. Wait time more than 2 hrs. Always have ways to waste more time instead of solving the customer issue.",1,2026-03-28,7.0.0,Negative,Delivery Speed,,User frustrated with slow delivery times
I was a daily user of Talabat till now...I am a pro user also..faced multiple issues in past and yet I continued using my talabat pro experience...today I have made an order by 11pm and was following up with customer care agents...saying multiple excuses and promising delivery after 10 minutes.. atlast after 3hours 2am..my food is cancelled and as a token of appreciation talabat customer care agent called me and told money is refunded to my account...so pathetic..you denied food for my family..,1,2026-03-28,13.43.1,Negative,Delivery Speed,Restaurant Selection,User frustrated with slow delivery times
very bad and slow service plus stupid customer service,1,2026-03-28,13.44.0,Neutral,Delivery Speed,,User left mixed or neutral feedback
اول طلبية الي اليوم وصيت ساعة 11 وربع ساعه 12 ونص كلولي المطعم عزل وانلغى المطعم هذه هم حجي ؟؟!!!!!,1,2026-03-28,,Negative,Other,Delivery ETA Accuracy,"User dissatisfied, mentions other"
"Just beware to this app!👍,,,Scammers create sense of amusement to get the next victim",1,2026-03-28,13.43.1,Negative,App UX / Navigation,General Praise,"User dissatisfied, mentions app ux / navigation"
App isn't well optimized I'm using a high end phone and app stutters a lot lately. It ruins the ordering experience.,3,2026-03-28,13.43.1,Neutral,Delivery Speed,,User left mixed or neutral feedback
"plenty of competitors, plenty of other options, and they can't learn, no improvement, worst customer service, worst service, and the most expensive in the market, cancelling orders after 2 hours of waiting, just use other platforms, not worth your money or time",1,2026-03-28,13.43.1,Negative,Delivery Speed,,User frustrated with slow delivery times
the worst delivery application,1,2026-03-27,13.43.1,Negative,App UX / Navigation,Payment Issues,"User dissatisfied, mentions app ux / navigation"
it's a life saver,5,2026-03-27,13.40.0,Positive,Other,,User satisfied with the service
Horrible experience with talabat recently and the talabat delivery services. Made me wait for 2.5 hours with continuous wrong updates. Buying talabat pro is useless other than reducing delivery charge for some order because it gives no additional help in chat and the app shows wrong and incorrect updates. Even when I connected for help with customer support I got false updates and had to eventually cancel the order. Not going to renew again,1,2026-03-27,13.43.1,Negative,Delivery Speed,,User frustrated with slow delivery times
i love this applecation its helpfull and,5,2026-03-27,13.42.1,Positive,App UX / Navigation,,User satisfied with the service
amazing and fast delivery,5,2026-03-27,13.42.1,Positive,Delivery Speed,,User impressed with fast delivery service
ابلكيشن زفت واللى شغالين فيه ولا بيساعدوا ولا بيهتموا ويحطوك على الانتظار ب ٤ دقايق ويجددوا كمان ٤ دقايق وكأن العميل اللى قاعد دة مواراهوش غيركم وتلغوا الاوردر ومترجعوش الفلوس,1,2026-03-26,13.43.1,Negative,Other,Payment Issues,"User dissatisfied, mentions other"
i am unable to place an order in new obour city while the distribution point is less than 200 meters and all other areas in obour city are covered!,1,2026-03-26,13.43.1,Negative,Order Accuracy,App UX / Navigation,User received wrong or missing items in order
very bad service I don't recommend talabat deliveroo is better,1,2026-03-26,,Negative,Customer Support,,User unhappy with unresponsive customer support
bad app for ordering food so useless,1,2026-03-26,13.42.1,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
very bad experience. I was waiting for my food for almost 2 hours and then I get a call from rider and he asked me to cancel my order but I refuse to cancel. he was rude and he cancel my order,1,2026-03-26,13.43.1,Negative,Delivery Speed,,User frustrated with slow delivery times
تأخير في الطلب بعض المطاعم و محلات الجلويات عند الطلب منهم يكون الطلب ناقص أو اشياء لم اطلبها تمام و هذه على طلبين و كلا الطلبين ناقص و خدمة العملاء سيئة جدا لا يوجد شخص يمكن التحدث معه فقط مشاكل هم يقترحونها و ان كانت مشكلتك غير موجوده ف ضاع حقك. 👎👎 و مره حدث نفس المشكله في تطبيق لا اريد ذكر اسمه تواصلت معهم في اقل من 30 دقيقه تم احصار الطلب الناقص و خدمة التوصيل مجانيه,1,2026-03-26,13.42.1,Negative,Other,,"User dissatisfied, mentions other"
"Very bad app. I would not recommend anyone to use it or subscribe to Pro. Restaurants can make you wait for over an hour and then suddenly cancel your order, with no compensation at all — not from the restaurant and not from the app, even though I’m paying a monthly subscription fee. Customer support is useless and does nothing to solve the problem. On top of that, the prices are high and the delivery fees are expensive too. Overall, it’s a very disappointing dont use this app ever",1,2026-03-26,,Negative,Delivery Speed,,User frustrated with slow delivery times
"today i ordered an order at 8pm, till now 11:30 pm order was not delivered, they say due to waether situation and it is not raining, each customer service i talk he says he will solve the issue and nothing happens. talabat was good, but now in this period it is terribly bad, it is better to go by your self and take the order. if we can rate zero i could had rated it zero, i raised 3 ticket and everyone says that they will solve it, and nothing happens, finally i had to cancel the order",1,2026-03-26,13.42.1,Negative,App UX / Navigation,Delivery ETA Accuracy,"User dissatisfied, mentions app ux / navigation"
البرنامج رائع جداََ وبتمني انكوا تنزلوه وانا بقيم البرنامج100من100♥️,5,2026-03-26,,Positive,Other,,User satisfied with the service
"update:“Waited over 5 hours for an order, only for it to be cancelled multiple times without my consent. The rider arrived thinking payment wasn’t made, which created unnecessary confusion and embarrassment. Customer service response was poor, and the compensation offered (AED 15) does not reflect the level of inconvenience. Very disappointing experience",1,2026-03-26,13.42.1,Negative,Delivery Speed,,User frustrated with slow delivery times
طلبات مارت اب فاشل جدا لا انصح بية طلبت حاجات للبيت عندى جالى حاجات تانية حاولت اتواصل مع خدمة العملاء كل إلى قدرت اوصل لية أن. اطلب استرداد المبلغ و لما طلبت دا رغم انى مكنتش عايز دا كنت عايز الحاجة تيجى مظبوطة طلبت انى اصور الحاجة إلى جات و لما صورتها محدش عبرنى ولا حتى برسالة اعتذار عن الخطأ من ماركت كبير زى كارفور إلى جالى منو الحاجة و اللطيف ف الموضوع اكتر انى لما استعوضت ربنا و قلت اعمل اوردر تانى بالحاجة عشان كنت فعلا محتاجها لقيت الأصناف إلى طلبتها كلها أوت اوف ستوك لا انصح بية,1,2026-03-25,13.42.1,Negative,Other,,"User dissatisfied, mentions other"
التطبيق سئ جدا ويقوم بإلغاء طلبات من دون الرجوع للعميل,1,2026-03-25,13.42.1,Negative,Other,,"User dissatisfied, mentions other"
مرة يكنسل الاوردر ويقولي مفيش طيارين والتانية دلوقتي الاوردر بقاله ساعة مفيش كابتن استلم ده اخر مرة هطلب من عندهم و همسح الابلكيشن,1,2026-03-25,13.42.1,Negative,Other,,"User dissatisfied, mentions other"
kol haga touhfa,5,2026-03-25,13.43.1,Positive,Other,,User satisfied with the service
بعد الانتظار لمدة فوق الساعه لم يصل الطلب وتواصلت مع خدمة العملاء ولم يفعلو شئ ولم يصل الطلب اسوا خدمة عملاء واسعاره مبالغ فيها مقارنة مع تتطبيقات اخرى,1,2026-03-25,13.43.1,Negative,Other,Payment Issues,"User dissatisfied, mentions other"
تجربة سيئة لا تعاد لا يوجد تواصل هاتفي لخدمة العملاء,1,2026-03-25,13.43.1,Negative,Other,,"User dissatisfied, mentions other"
من اسواء التطبيقات حتى التعامل سيء والتطبيق صاير معقد جدا للتواصل معكم يرجى تحسين التطبيق ومافي عندكم مصداقيه بخصوص النقاط او القسائم,1,2026-03-25,13.43.1,Negative,Other,,"User dissatisfied, mentions other"
worst costumer support,1,2026-03-25,,Negative,Customer Support,,User unhappy with unresponsive customer support
"I have been a long-time customer of Talabat, and overall my experience has been good. However, I would like to highlight an issue regarding the referral vouchers. While vouchers are provided for referring friends or family, it becomes difficult to use them. When I reached out for support, I was informed that the voucher had already been used, which was not the case. I would appreciate it if this matter could be reviewed and resolved, as it affects customer trust and the overall experience.",1,2026-03-25,13.42.1,Negative,Delivery Speed,Pricing / Promotions,User frustrated with slow delivery times
The level of customer support provided was significantly below expectations,1,2026-03-25,13.43.1,Negative,Customer Support,,User unhappy with unresponsive customer support
the worst customer service,1,2026-03-25,,Negative,Customer Support,Delivery ETA Accuracy,User unhappy with unresponsive customer support
i don't like bcoz late 👎,1,2026-03-25,,Negative,Delivery Speed,,User frustrated with slow delivery times
شركة فاشلة فريق مساعدة ما بعرف يساعد وبقلك مشكلتك مش مشكلتي,1,2026-03-25,13.42.1,Negative,Other,Delivery ETA Accuracy,"User dissatisfied, mentions other"
"Evening issue with them is to apply average 45 Le compensation while they take a lot more as profit from their added priceses on every item and service , they don't care about your issue or what u r asking them, just take the compensation and don't complain",1,2026-03-25,13.42.1,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
تحفه جدا خدمة ممتازة,4,2026-03-25,13.42.1,Positive,Other,,User satisfied with the service
"اسواء تطبيق لا ينصح بتحميله جوده الطعام و النوعية اسواء من خلال التطبيق و السعر اغلي من الطلب مباشرة في المطعم لا يوجد خدمة عملاء معظم مندوبي التوصيل علي مستوي سيئ جدا worst app ever, fiid quality and quantatity is terreible, and price is higer than ordering directly from the restaurant, forget about customer service if yiu have a problem they just do not exisit, their delivery guys are mostly bad and with very bad tempet,,, just do not use it",1,2026-03-25,,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
such a shameful app with no real deal or discounts. I am not able to use the offers and vouchers that i got after taking pro. I am not able to use even the 2 months Spotify premium i redeemed using points. Scam,1,2026-03-25,13.42.1,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
Great. Deals. And awesome. Service,5,2026-03-25,13.42.1,Positive,Customer Support,,User satisfied with the service
is very bad service from 1 hours waiting for food and get canceled because if riders pick up wrong food and customer service said to order again so I should waiting 1 more hours on 3 am,1,2026-03-25,13.42.1,Negative,Delivery Speed,,User frustrated with slow delivery times
fastest order thank you,5,2026-03-25,13.42.1,Positive,Delivery Speed,,User impressed with fast delivery service
فرع الأردن التوصيل بطيء جداً والأكل في اغلب الاحيان يوصل بارد جداً,1,2026-03-25,13.34.0,Negative,Other,General Praise,"User dissatisfied, mentions other"
"App is fine, customer support is horrible.",2,2026-03-24,13.42.1,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
"Great app!! But, I prefer if you try some restaurants in order to rate its food secretly! which would improve the quality and our experience also. Thank you",5,2026-03-24,13.43.1,Positive,App UX / Navigation,,User satisfied with the service
very bad service 2 time me order but I can't get order on time waiting for 1 hours after that my order is cancelled I ask the customer service y my order is cancelled they can't give me the answer also the talabat rider also wasting the time to talking with there friend don't use this to talabat apps,1,2026-03-24,13.42.1,Negative,Delivery Speed,App UX / Navigation,User frustrated with slow delivery times
من احسن الابلكيشن الاموجوده حاليا,5,2026-03-24,13.42.1,Positive,Other,,User satisfied with the service
سيئ اسعاركم غاليه جدا تختلف عن اسعار المحلات سعر الوجبه 10 بدون طلبات مع طلبات 13 بدون توصيل,1,2026-03-24,,Negative,Other,,"User dissatisfied, mentions other"
♥️♥️♥️♥️ orders are always correct and the riders are also kind.,5,2026-03-24,13.42.1,Positive,Order Accuracy,,User satisfied with the service
مش شغال مش عارفه اطلب حاجه,1,2026-03-24,13.42.1,Negative,Other,,"User dissatisfied, mentions other"
"يجب أن تتعاملو مع مطاعم محترمة بيتزا هات. تخلو الزبون ساعتين و هو يستنا بدون اكل , أنتو لازم دافعو عن الزبون مش المطعم،",1,2026-03-24,,Negative,Other,,"User dissatisfied, mentions other"
useless app. I've waited for 4 hours for my order but still didn't get it. until now still preparing already 4hrs.,1,2026-03-24,13.43.1,Negative,Delivery Speed,,User frustrated with slow delivery times
on time done,5,2026-03-24,13.42.1,Positive,Delivery ETA Accuracy,,User satisfied with the service
why cash own delivery not available today....?? its not good..!,1,2026-03-24,13.42.1,Negative,Payment Issues,,User encountered problems with payment processing
The best ever,5,2026-03-24,13.42.1,Positive,General Praise,,User highly satisfied with overall app experience
good service 👍,5,2026-03-24,,Positive,Customer Support,,User satisfied with the service
good service and fast convenient to all,5,2026-03-24,13.42.1,Positive,Delivery Speed,Restaurant Selection,User impressed with fast delivery service
the orders are wrong and I can't write s complain or refund the difference!!!!!,1,2026-03-24,13.42.1,Neutral,Order Accuracy,,User left mixed or neutral feedback
من اعظم اختراعات العصر بجد .. يجد خدمة عظيمة و الطيارين كويسين و الخدمة سريعة,5,2026-03-24,13.42.1,Positive,Other,,User satisfied with the service
good fast delivery,5,2026-03-24,13.42.1,Positive,Delivery Speed,,User impressed with fast delivery service
"Advertised discounts are a scam basically. the customer support agents put you on mute for hours pretending to have problems until they hear the magic word ""transfer to someone else"" . meals are basically health hazards (found a plastic piece INSIDE something I ordered) and then they have the audacity to tell you ""we can't help you""... I am still waiting for a promised call to ""solve things"" for a week and a half now. after i get it i will delete this useless app. 1 star is waytoo much for them.",1,2026-03-24,13.42.1,Negative,Delivery Speed,,User frustrated with slow delivery times
happy with the service so far...,5,2026-03-24,13.42.1,Positive,App UX / Navigation,Customer Support,User satisfied with the service
"Talabat is a convenient food delivery app with a wide range of restaurants and easy ordering. Delivery is usually quick, but sometimes delays and higher fees can be an issue. Overall, a useful app for quick meals",5,2026-03-24,13.42.1,Positive,Delivery Speed,General Praise,User impressed with fast delivery service
I am having issue with the app not the service. As I have used my corporate card for orders during my recent visit to AbuDhabi. Now I am unable to download the invoices for the last month orders. Kindly fix this.,2,2026-03-24,,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
المطاعم بتستقبل الاوردرات وبتلغيها علي مزاجها من غير اي اعتذار ينبه الواحد ان الاوردر اتلغي المطعم اللي كان عندي مشكلة معاه كان مقفول علي طلبات فا جبت رقمه عشان اعمل اوردر لقيت السعر اغلي وعايزة تمن توصيل كبير جداااا بعد ما اديته الرقم والعنوان اتفاجئت من السعر ولما فتح علي طلبات وجيت اعملاوردر هو عارف الرقم والعنوان فا كنسل الاوردر بتاعي بمنتهي البساطه ومستقبلوش,1,2026-03-24,13.42.1,Negative,Other,,"User dissatisfied, mentions other"
i was waiting 2 hours for the meal then they called me to telling me that the order has been canceled from talabat.,1,2026-03-24,13.42.1,Negative,Delivery Speed,,User frustrated with slow delivery times
"I have been a regular user of Talabat, but recently my experience has been very disappointing.Earlier, I used to order frequently without any issues. However, lately, my orders are being automatically cancelled after nearly two hour of waiting, with the reason given as “out of stock.” This is extremely frustrating. If items are unavailable, why isn’t the stock updated in real time?I would also like to mention that the customer support team has been polite and professional.Pleasetakethisissueseri",1,2026-03-24,13.42.1,Negative,Delivery Speed,General Praise,User frustrated with slow delivery times
very baddd I need help in app and ther are no one to help and I cancel my order,1,2026-03-24,13.42.1,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
im deeply inlove with this app and the delivery is so fast aslo the service is super nicee ! but i think the only problem that the price in talabat mart is kinda expensive,5,2026-03-24,13.30.0,Positive,Delivery Speed,,User impressed with fast delivery service
it is really great the delivery is fast and really good serving,5,2026-03-24,13.42.1,Positive,Delivery Speed,App Crashes / Bugs,User impressed with fast delivery service
"Worst customer support, they don't read your complian and just keep copying and pasting same reply...I received an order with missing items and the other items contained expired food, but they never solved my issue.... March 2026 update....still worst customer support",1,2026-03-24,,Negative,Delivery ETA Accuracy,,User reports delivery arrived much later than estimated
Do not apply for a pro version. just the basic is fine . they say u get 50% off on full menu and do not say there is a maximum discount of 2 bd. they are trying to scam their customers. they say with pro u have free delivery and then when u order they deduct the delivery charges and say it is total saved amount of ur order which is already pro.,1,2026-03-24,13.42.1,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
اسوأ تطبيق و اسوأ خدمة عملاء رغم اني طلبات برو يعني بدفع اشتراك شهري,1,2026-03-24,13.42.1,Negative,Other,,"User dissatisfied, mentions other"
"First of all, the problem is that there is no contact number for the customer service for complaints. It only depends on chat, which is sometimes times not working well. There are many issues with delivery time of food from restaurants and markets, missing items, and some of the suppliers, specifically Lulu hypermarket.",1,2026-03-24,13.42.1,Negative,Delivery ETA Accuracy,Delivery Speed,User reports delivery arrived much later than estimated
ilovetalabat fast and good,5,2026-03-24,,Positive,Delivery Speed,,User impressed with fast delivery service
2 much loving experience ❤️,1,2026-03-24,,Negative,Other,,"User dissatisfied, mentions other"
"Swindlers, we have ordered at 01:48 and the order came at 3:20 because those greedy people let the driver pick two orders at the same time one of them is 10 kilometers away!!! the next day we have ordered from buffalo, the received the order without the fries, the compensated us with 1 JD while the fries costs more than that!! they are swindlers and too greedy!!!",1,2026-03-24,13.42.1,Negative,Delivery ETA Accuracy,,User reports delivery arrived much later than estimated
أسوء خدمة عملاء تعاملت معاهم على الإطلاق.,1,2026-03-23,13.42.1,Negative,Other,General Praise,"User dissatisfied, mentions other"
