review_text,star_rating,date,app_version,sentiment,primary_theme,secondary_theme,summary
everything is busy all the time,1,2026-03-23,,Negative,Delivery ETA Accuracy,,User reports delivery arrived much later than estimated
fast safe and secure,5,2026-03-23,13.42.1,Positive,Delivery Speed,,User impressed with fast delivery service
"worst customer service experience, I needed help my order came wrong they took too long to take action and then called me about needing a clearer picture and they can't even send the delivery on time i am not getting a refund and they are ruining my day plans bc they can't organise a pickup of the wrong items.",1,2026-03-23,13.42.1,Negative,Delivery Speed,,User frustrated with slow delivery times
you keep on getting worse and worse every single day,1,2026-03-23,13.42.1,Negative,Other,,"User dissatisfied, mentions other"
0 honesty and clarity. the ETA keeps changing and increasing. I placed my order at 7:40 p.m. and the delivery time kept increasing until 11 p.m. the on-time guarantee is a big lie. their customer support is clueless and useless. going noon food moving forward,1,2026-03-23,13.42.1,Negative,Delivery ETA Accuracy,,User reports delivery arrived much later than estimated
very beneficial 😁,5,2026-03-23,,Positive,Other,,User satisfied with the service
Can not change a solo 1 year plan to family,1,2026-03-23,13.42.1,Negative,Other,Customer Support,"User dissatisfied, mentions other"
good app to get food sitting home but the price are little high it could be improved but the app is good,5,2026-03-23,13.42.1,Positive,App UX / Navigation,General Praise,User satisfied with the service
very good 👍,5,2026-03-23,13.42.1,Neutral,General Praise,,User left mixed or neutral feedback
"The app is great, but it always prompts me to use wifi scanning which should be optional.",3,2026-03-23,13.42.1,Positive,App UX / Navigation,Restaurant Selection,User satisfied with the service
it's near impossible to unsubscribe to their marketing emails while keeping your account with them.,1,2026-03-23,13.39.0,Negative,Other,,"User dissatisfied, mentions other"
keeta free delivery,1,2026-03-23,13.42.1,Negative,Delivery ETA Accuracy,Order Accuracy,User reports delivery arrived much later than estimated
it's so fast bro,5,2026-03-23,13.42.1,Positive,Delivery Speed,,User impressed with fast delivery service
They are thieves the customer's services is a nightmare they took the money didn't get the order and now I can't get my money back,1,2026-03-23,13.42.1,Negative,Order Accuracy,,User received wrong or missing items in order
"I ordered food from talabat it got canceled I wasn't even informed, that it was canceled.. I just got the text message after 1 hour that also after I tried to contact customer care in talabat where I was supposed to chat but the chat windows won't even open, really poor service",1,2026-03-23,,Negative,Delivery Speed,,User frustrated with slow delivery times
خدمه عملاء مش بيساعدوا حد خالص ومابيعرفوش يشتغلوا غالبا وبيساعدوا المطاعم تنصب ع الناس اتسرقت في ١٢٠٠ ج بسبب اني اعتمدت عليهم في حل مشكلتي وهما اصلا معندهمش اي حلول ولا سيطره ع المطاعم المشتركه معاهم ، برنامج غير امن منصحش بيه اي حد ومش هتعامل عليه تاني,1,2026-03-23,,Negative,Other,Payment Issues,"User dissatisfied, mentions other"
as everyone knows perfect,5,2026-03-23,,Positive,General Praise,,User highly satisfied with overall app experience
"I placed an order at 11:00 AM, and it is now 1:30 PM with zero updates and no food. This is beyond unacceptable. If your logistics cannot handle specific weather conditions or rain, the ethical and professional thing to do is to disable the app and stop taking orders. ​Instead, you take people’s money, let the food sit and spoil, and then strip away the ability to cancel or get a refund. It feels like a scam under the guise of ""service."" This is the worst customer service experience I have ever",1,2026-03-23,13.42.1,Negative,App UX / Navigation,Delivery ETA Accuracy,"User dissatisfied, mentions app ux / navigation"
very bad experience on my first food order.. they cancel the order after 1 hour of waiting without any reason.. and there is no refund till now.. no recommendation for this app.. so embarrassing..,1,2026-03-23,13.40.0,Negative,Delivery Speed,,User frustrated with slow delivery times
حلوة بجد و بتسهل الدنيا عليا,5,2026-03-23,13.42.1,Positive,Other,,User satisfied with the service
"Worst experience with Talabat and their customer care. I raised a voucher issue with them around 10 times, and every time they just copy and paste the same replies without actually solving the problem. Very frustrating and disappointing service.",1,2026-03-23,,Negative,Delivery ETA Accuracy,,User reports delivery arrived much later than estimated
الدعم مضحك جدا ويرسل رسائل مكرره والاتصالات الهاتفيه الى الاردن غالب الوقت لا يصل اي صوت,1,2026-03-23,13.42.1,Negative,Other,,"User dissatisfied, mentions other"
The App said first order is delivered for free but I was charged,1,2026-03-23,,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
"One of the worst experiences I have encountered while using this app is having my orders canceled without any notification. I pay higher prices and a monthly Pro subscription to ensure reliable service, yet it is unacceptable that one out of every few orders gets canceled without my permission. It feels as though the app treats these orders as if they were free, even though I am paying for them out of my own pocket.",1,2026-03-23,13.42.1,Negative,App UX / Navigation,App Crashes / Bugs,"User dissatisfied, mentions app ux / navigation"
العمليات الفاشله في شحن الرصيد بالفيزا لا يتم استرجاعها,1,2026-03-23,,Negative,Other,,"User dissatisfied, mentions other"
it's such a pretty good app with delivery and the good options but when it comes to the price..no I'd rather just go by myself,3,2026-03-23,,Positive,App UX / Navigation,,User satisfied with the service
very good service,5,2026-03-23,13.42.0,Positive,Customer Support,,User satisfied with the service
تجربة طلبات لا ترتقي بشركة بهذا الاسم ايام رمضان عدم ربط مع المطاعم ومواعيد وهميه كاذبه ايام العيد كذلك التوصيل ٢٠ دقيقه يصل بعد ساعه و ١٠ دقائق التطبيق فقط ايام الاسبوع العاديه وضروف معياريه فقط غير هيك لا يصلح,1,2026-03-23,13.42.1,Negative,Other,,"User dissatisfied, mentions other"
Worst Delivery Partner Ever,1,2026-03-23,13.41.0,Negative,Other,,"User dissatisfied, mentions other"
this application is very good,5,2026-03-22,13.42.1,Positive,App UX / Navigation,,User satisfied with the service
dishonesty and unprofessionalism defined,1,2026-03-22,13.42.1,Negative,Other,,"User dissatisfied, mentions other"
شركة سيئة بيعلوا الاسعار في المينيو نفسه غير اسعار التوصيل ده غير الخدمه السيئة,1,2026-03-22,13.42.1,Negative,Other,,"User dissatisfied, mentions other"
Service is Good,4,2026-03-22,13.42.1,Positive,Customer Support,App Crashes / Bugs,User satisfied with the service
in this situation working is so good,5,2026-03-22,,Positive,General Praise,,User highly satisfied with overall app experience
Good offers and free delivery often,5,2026-03-22,13.42.1,Positive,Pricing / Promotions,,User satisfied with the service
"Doesn't even deserve the 1 star. Ordered something, the main items were missing, they did update me and refunded the money into talabat wallet. But what i would have liked is to get the option to cancel the whole order. I ordered cooking ingredients now that the main ingredients are not there what should I do with these other things? And you should send the refund back to the bank not your wallet. So displeased",1,2026-03-22,13.42.1,Neutral,Order Accuracy,,User left mixed or neutral feedback
Ready fast delivery and very tasty food i recommended,5,2026-03-22,13.42.1,Neutral,Delivery Speed,,User left mixed or neutral feedback
